"TableInfos"
"ID";"Title";"ShortTitle";"Identifier";"Summary";"Modified";"ReasonDelivery";"ExplanatoryText";"Language";"Catalog";"Frequency";"Period";"ShortDescription";"Description";"DefaultPresentation";"DefaultSelection";"GraphTypes";"OutputStatus";"Source";"MetaDataModified";"SearchPriority"
"0";"Bevolking; kerncijfers";"Bevolking; kerncijfers";"37296ned";"Bevolking naar geslacht, burgerlijke staat, leeftijd of 
migratieachtergrond, huishoudens en bevolkingsgroei";"2019-12-12T02:00:00";"Herontwerp";"De personen met migratieachtergrond zijn uitgebreid met de groep westers en de uitsplitsingen naar totaal westers, MOE-landen, GIPS-landen en overig. De cijfers zijn beschikbaar vanaf 1995 en gelden voor totaal, eerste- en tweedegeneratie migratieachtergrond.
";"nl";"CBS";"Perjaar";"1950 - 2019";"
Deze tabel bevat kerncijfers over de bevolking van Nederland.

In de tabel worden de volgende gegevens onderscheiden:
- Bevolking naar geslacht;
- Bevolking naar burgerlijke staat;
- Bevolking naar leeftijd;
- Bevolking naar migratieachtergrond;
- Particuliere huishoudens;
- Personen in institutionele huishoudens;
- Bevolkingsgroei;
- Bevolkingsdichtheid.

Gegevens beschikbaar vanaf: 1950

Status van de cijfers:
Alle cijfers in de tabel zijn definitief.

Wijzigingen 12 december 2019:
De personen met migratieachtergrond zijn uitgebreid met de groep westers en de uitsplitsingen naar totaal westers, MOE-landen, GIPS-landen en overig. De cijfers zijn beschikbaar vanaf 1995 en gelden voor totaal, eerste- en tweedegeneratie migratieachtergrond.

Wanneer komen er nieuwe cijfers uit?
In de tweede helft van 2020 worden de definitieve cijfers van de bevolkingsgroei over 2019 en de definitieve cijfers van de bevolking per 1 januari 2020 toegevoegd. 
";"INHOUDSOPGAVE

1. Toelichting
2. Definities en verklaring van symbolen
3. Koppelingen naar relevante tabellen en artikelen
4. Bronnen en methoden
5. Meer informatie

1. TOELICHTING

Deze tabel bevat kerncijfers over de bevolking van Nederland.

In de tabel worden de volgende gegevens onderscheiden:
- Bevolking naar geslacht;
- Bevolking naar burgerlijke staat;
- Bevolking naar leeftijd;
- Bevolking naar migratieachtergrond;
- Particuliere huishoudens;
- Personen in institutionele huishoudens;
- Bevolkingsgroei;
- Bevolkingsdichtheid.

Gegevens beschikbaar vanaf: 1950

Status van de cijfers:
Alle cijfers in de tabel zijn definitief.

Wijzigingen 12 december 2019:
De personen met migratieachtergrond zijn uitgebreid met de groep westers en de uitsplitsingen naar totaal westers, MOE-landen, GIPS-landen en overig. De cijfers zijn beschikbaar vanaf 1995 en gelden voor totaal, eerste- en tweedegeneratie migratieachtergrond.

Wanneer komen er nieuwe cijfers uit?
In de tweede helft van 2020 worden de definitieve cijfers van de bevolkingsgroei over 2019 en de definitieve cijfers van de bevolking per 1 januari 2020 toegevoegd. 

2. DEFINITIES EN VERKLARING VAN SYMBOLEN

Wanneer komen er nieuwe cijfers uit?
In het vierde kwartaal 2020 worden de definitieve cijfers van de bevolkingsontwikkeling over 2019 en de definitieve cijfers van de bevolking per 1 januari 2020 toegevoegd. 

2. DEFINITIES EN VERKLARING VAN SYMBOLEN

Definities:

Bevolking
De inwoners van Nederland.
In de bevolkingsaantallen zijn uitsluitend personen begrepen die zijn opgenomen in het bevolkingsregister van een Nederlandse gemeente. In principe wordt iedereen die voor onbepaalde tijd in Nederland woont, opgenomen in het bevolkingsregister van de woongemeente. Personen die tot de bevolking van Nederland behoren, maar voor wie geen vaste woonplaats valt aan te wijzen, zijn opgenomen in het bevolkingsregister van de gemeente 's-Gravenhage. In de bevolkingsregisters zijn niet opgenomen de in Nederland wonende personen waarvoor uitzonderingsregels gelden met betrekking tot opneming in de bevolkingsregisters (bijvoorbeeld diplomaten en NAVO militairen) en personen die niet legaal in Nederland verblijven.

Bevolkingsdichtheid
Bevolking op 1 januari gedeeld door de oppervlakte land in km2.

Bevolkingsgroei
De toe- of afname van de bevolking.

Burgerlijke staat
Formele positie van een persoon waarbij wordt verwezen naar het huwelijk en het geregistreerd partnerschap. 

Geregistreerd partnerschap
Een op het huwelijk lijkende relatie tussen twee personen van gelijk of van verschillend geslacht, vastgelegd in een akte van de Burgerlijke Stand. Per 1 januari 1998 is in Nederland het geregistreerd partnerschap ingevoerd.

Migratieachtergrond
Kenmerk dat weergeeft met welk land een persoon verbonden is op basis van het geboorteland van de ouders of van zichzelf.
Een persoon met een eerste generatie migratieachtergrond heeft als migratieachtergrond het land waar hij of zij is geboren. 
Een persoon met een tweede generatie migratieachtergrond heeft als migratieachtergrond het geboorteland van de moeder, tenzij dat ook Nederland is. In dat geval is de migratieachtergrond bepaald door het geboorteland van de vader. 

Huwelijk
Wettelijke verbintenis tot het samenleven van twee personen.
Sinds april 2001 staat het huwelijk ook open voor personen van hetzelfde geslacht.

Leeftijd
Het aantal gehele jaren dat op 1 januari van het jaar van waarneming is verstreken sinds de geboortedatum van de persoon.
Te berekenen als jaar van waarneming minus één, min het geboortejaar van de persoon.

Particulier huishouden
Eén of meer personen die samen een woonruimte bewonen en zichzelf, dus niet-bedrijfsmatig, voorzien in de dagelijkse levensbehoeften.

Institutioneel huishouden
Eén of meer personen die samen een woonruimte bewonen en daar bedrijfsmatig worden voorzien in dagelijkse levensbehoeften. Ook de huisvesting vindt bedrijfsmatig plaats. 
Het gaat om instellingen zoals verpleeg-, verzorgings- en kindertehuizen, gezinsvervangende tehuizen, revalidatiecentra en penitentiaire inrichtingen, waarin de personen in principe voor langere tijd (zullen) verblijven.

Verklaring van symbolen:

niets (blanco) : het cijfer kan op logische gronden niet voorkomen
. : het cijfer is onbekend, onvoldoende betrouwbaar of geheim
* : voorlopige cijfers
** : nader voorlopige cijfers

3. KOPPELINGEN NAAR RELEVANTE TABELLEN EN ARTIKELEN

Relevante tabellen:
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/7461bev'>Bevolking; geslacht, leeftijd en burgerlijke staat, 1 januari</a>
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/37259ned'>Bevolkingsontwikkeling; levend geboren kinderen, overledenen en migratie per regio</a>
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/37325'>Bevolking; generatie, geslacht, leeftijd en migratieachtergrond, 1 januari</a>
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/70751ned'>Bevolkingsontwikkeling; migratieachtergrond en generatie</a> 
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/03742'>Immi- en emigratie naar geboorteland, leeftijd (31 december) en geslacht</a>
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/37979ned'>Overledenen; kerncijfers</a>
<a href='https://opendata.cbs.nl/statline/#/CBS/nl/dataset/82905ned'>Huishoudens; grootte, samenstelling, positie in het huishouden, 1 januari 1995-2013</a>

Algemene informatie over de bevolking is te vinden op de themapagina <a href='https://www.cbs.nl/nl-nl/maatschappij/bevolking'>Bevolking</a>.

4. BRONNEN EN METHODEN


Trendbreuk (personen in) particuliere huishoudens
Door de verbeterde waarneming van personen in institutionele huishoudens treedt vanaf 2014 een trendbreuk op in de ontwikkeling van het aantal eenpersoonshuishoudens/alleenstaanden. Circa 35 duizend personen die eerst voornamelijk als alleenstaanden getypeerd waren, verschuiven nu naar de institutionele huishoudens. Het aantal alleenstaanden steeg daardoor van 2013 op 2014 met maar duizend personen. Van 2012 op 2013 was die stijging nog 41 duizend personen. Ook de totale stijging van het aantal huishoudens liep als gevolg hiervan terug van 57 duizend van 2012 op 2013 naar 21 duizend van 2013 op 2014.
Vanaf 2011 is er voor de samenstelling van huishoudensgegevens gebruik gemaakt van een nieuwe productiemethode. In deze nieuwe methode worden voor het bepalen van de huishoudenssamenstelling naast de gegevens uit het gemeentelijke bevolkingsregister ook belastingdienstgegevens over samenwonende paren gebruikt. De uitkomsten op basis van de nieuwe methode sluiten goed aan op de voorgaande uitkomsten, maar er treden vanaf 2011 wel kleine verschuivingen op in het aantal huishoudens naar samenstelling. De grootste verandering betreft het aantal overige huishoudens en de niet-gehuwde paren. In 2011 valt het aantal overige huishoudens 10 duizend lager uit dan in 2010. Het aantal niet gehuwde paren valt navenant hoger uit.

Trendbreuk (personen in) institutionele huishoudens
Tot en met 2012 zijn de gegevens over institutionele huishoudens gebaseerd op door gemeenten verstrekte adresinformatie. Vanaf 2014 is de waarneming daarvan volledig gebaseerd op secundaire waarneming. Het jaar 2013 is een tussenjaar. Startpunt was daar de adresinformatie over 2012 aangevuld met secundaire bronnen, waarbij aangetekend dient te worden dat de cijfers over 2013 mogelijk van wat mindere kwaliteit zijn. De belangrijkste bronnen voor de waarneming vanaf 2014 zijn: institutionele adressen op basis van zorgkaartnederland.nl en personen die AWBZ- zorg met verblijf ontvangen (Bron: Centraal Administratie Kantoor, CAK). Zie verder de korte onderzoekbeschrijving. De institutionele huishoudens worden met de nieuwe methodiek die in 2014 is toegepast beter waargenomen. Tevens zijn vanaf 2014 asielzoekers die woonachtig zijn in asielzoekerscentra en ingeschreven staan in het gemeentelijke bevolkingsregister bij de institutionele huishoudens ingedeeld. Als gevolg van deze wijzigingen worden in 2014 249 duizend personen in institutionele huishoudens geteld, naar schatting circa 35 duizend meer dan met de oude methode geteld zouden worden. Vanaf 2011 is er voor de samenstelling van huishoudensgegevens gebruik gemaakt van een nieuwe productiemethode. In deze nieuwe methode worden voor het bepalen van de huishoudenssamenstelling naast de gegevens uit het bevolkingsregister ook belastingdienstgegevens over samenwonende paren gebruikt. Het aantal personen in institutionele huishoudens ligt op 1 januari 2011 bijna 11 duizend hoger dan op 1 januari 2010. Ongeveer de helft van deze stijging is veroorzaakt door verbeteringen in de methode van waarneming.

Trendbreuk bevolking naar burgerlijke staat
Vanaf 2010 is een kleine verschuiving tussen de verschillende burgerlijke staten zichtbaar (minder ongehuwd en meer gescheiden respectievelijk verweduwd). Dit komt omdat in de periode 1998 tot 2010 niet alle burgerlijke staten beschikbaar zijn in de bronbestanden die het CBS gebruikt. De burgerlijke staten 'verweduwd na partnerschap' en 'gescheiden na partnerschap' worden daardoor binnen deze statistiek binnen deze periode genegeerd. Voor deze statistiek betekent dit dat de burgerlijke staat van vóór het partnerschap is gebruikt wat in de meeste gevallen ongehuwd was. Vanaf 2010 zijn alle burgerlijke staten beschikbaar.

Trendbreuk buitenlandse migratiecijfers
Door een verbetering in het productieproces vindt er een kleine verschuiving plaats in de cijfers van de buitenlandse migratie.
Met ingang van 2010 zijn de volgende wijzigingen doorgevoerd:
- administratieve opnemingen die voorafgegaan worden door emigratie worden nu beschouwd als immigratie;
- administratieve afvoeringen die gevolgd worden door immigratie worden nu beschouwd als emigratie.

Trendbreuk nagekomen berichten 
Vanaf verslagjaar 2010 worden méér nagekomen berichten meegeteld. Voor een beschrijving van nagekomen berichten en de gevolgen voor de cijfers in de tabel zie de korte onderzoeksbeschrijving Bevolkingsstatistiek.

De beschrijvingen van de onderzoeken zijn te vinden bij de korte onderzoeksbeschrijvingen <a href='https://www.cbs.nl/nl-nl/onze-diensten/methoden/onderzoeksomschrijvingen/korte-onderzoeksbeschrijvingen/bevolkingsstatistiek'>Bevolkingsstatistiek</a> en de <a href='https://www.cbs.nl/nl-nl/onze-diensten/methoden/onderzoeksomschrijvingen/korte-onderzoeksbeschrijvingen/huishoudensstatistiek'>Huishoudensstatistiek</a>.

De gegevens in de tabel zijn vanaf 2014 (bevolkingsontwikkeling) samengesteld met behulp van het <a href='https://www.cbs.nl/nl-nl/onze-diensten/methoden/onderzoeksomschrijvingen/korte-onderzoeksbeschrijvingen/stelsel-van-sociaal-statistische-bestanden--ssb--'>Stelsel van Sociaal-statistische Bestanden (SSB)</a>.

5. MEER INFORMATIE

<a href='https://www.cbs.nl/nl-nl/over-ons/contact/infoservice'>Infoservice</a>

Copyright (c) Centraal Bureau voor de Statistiek, Den Haag/Heerlen 
Verveelvoudiging is toegestaan, mits het CBS als bron wordt vermeld.";"ts=1575903611858&graphtype=Table&r=Topics&k=Perioden";"$filter=((Perioden eq '1950JJ00') or (Perioden eq '1960JJ00') or (Perioden eq '1970JJ00') or (Perioden eq '1980JJ00') or (Perioden eq '1990JJ00') or (Perioden eq '2000JJ00') or (Perioden eq '2010JJ00') or (Perioden eq '2015JJ00') or (Perioden eq '2018JJ00') or (Perioden eq '2019JJ00'))&$select=Perioden, TotaleBevolking_1, Mannen_2, Vrouwen_3, TotaleDruk_20, GroeneDruk_21, GrijzeDruk_22, TotaleBevolking_23, Mannen_24, Vrouwen_25, TotaleBevolking_26";"Table,Bar,Line";"Regulier";"CBS.";"2019-12-12T02:00:00";"3"
"DataProperties"
ID;Position;ParentID;Type;Key;Title;Description;ReleasePolicy;Datatype;Unit;Decimals;Default
"0";"0";;"TimeDimension";"Perioden";"Perioden";"";"true";;;;
"1";;;"TopicGroup";"";"Bevolking naar geslacht";"De bevolking van Nederland op 1 januari.

Bevolking:
De inwoners van Nederland.
In de bevolkingsaantallen zijn uitsluitend personen begrepen die zijn opgenomen in het bevolkingsregister van een Nederlandse gemeente. 
In principe wordt iedereen die voor onbepaalde tijd in Nederland woont, opgenomen in het bevolkingsregister van de woongemeente. Personen die tot de bevolking van Nederland behoren, maar voor wie geen vaste woonplaats valt aan te wijzen, zijn opgenomen in het bevolkingsregister van de gemeente 's-Gravenhage.
In de bevolkingsregisters zijn niet opgenomen de in Nederland wonende personen waarvoor uitzonderingsregels gelden met betrekking tot opneming in de bevolkingsregisters (bijvoorbeeld diplomaten en NAVO militairen) en personen die niet legaal in Nederland verblijven.";;;;;
"2";"1";"1";"Topic";"TotaleBevolking_1";"Totale bevolking";;;"Long";"aantal";"0";"Impossible"
"3";"2";"1";"Topic";"Mannen_2";"Mannen";;;"Long";"aantal";"0";"Impossible"
"4";"3";"1";"Topic";"Vrouwen_3";"Vrouwen";;;"Long";"aantal";"0";"Impossible"
"5";;;"TopicGroup";"";"Bevolking naar burgerlijke staat";"De bevolking van Nederland op 1 januari.

Trendbreuk burgerlijke staat
Vanaf 2010 is een kleine verschuiving tussen de verschillende burgerlijke staten opgetreden (minder ongehuwd en meer gescheiden en verweduwd). Dit komt omdat in de periode 1998 tot 2010 niet alle burgerlijke staten beschikbaar zijn in de bronbestanden die het CBS gebruikt. De burgerlijke staten 'verweduwd na partnerschap' en 'gescheiden na partnerschap' worden daardoor binnen deze statistiek binnen deze periode genegeerd. Voor deze statistiek betekent dit dat de burgerlijke staat van vóór het partnerschap is gebruikt wat in de meeste gevallen ongehuwd was. Vanaf 2010 zijn alle burgerlijke staten beschikbaar.

Bevolking:
De inwoners van Nederland.
In de bevolkingsaantallen zijn uitsluitend personen begrepen die zijn opgenomen in het bevolkingsregister van een Nederlandse gemeente. 
In principe wordt iedereen die voor onbepaalde tijd in Nederland woont, opgenomen in het bevolkingsregister van de woongemeente. Personen die tot de bevolking van Nederland behoren, maar voor wie geen vaste woonplaats valt aan te wijzen, zijn opgenomen in het bevolkingsregister van de gemeente 's-Gravenhage.
In de bevolkingsregisters zijn niet opgenomen de in Nederland wonende personen waarvoor uitzonderingsregels gelden met betrekking tot opneming in de bevolkingsregisters (bijvoorbeeld diplomaten en NAVO militairen) en personen die niet legaal in Nederland verblijven.

Burgerlijke staat:
Formele positie van een persoon waarbij wordt verwezen naar het huwelijk en het geregistreerd partnerschap.

Geregistreerd partnerschap:
Een op het huwelijk lijkende relatie tussen twee personen van gelijk of van verschillend geslacht, vastgelegd in een akte van de Burgerlijke Stand. Per 1 januari 1998 is in Nederland het geregistreerd partnerschap ingevoerd.

Huwelijk:
Wettelijke verbintenis tot het samenleven van twee personen.
Sinds april 2001 staat het huwelijk ook open voor personen van hetzelfde geslacht.";;;;;
"6";"4";"5";"Topic";"TotaleBevolking_4";"Totale bevolking";;;"Long";"aantal";"0";"Impossible"
"7";"5";"5";"Topic";"Ongehuwd_5";"Ongehuwd";"Vanaf 2010: burgerlijke staat die aangeeft dat een persoon nog nooit een huwelijk heeft gesloten of een geregistreerd partnerschap is aangegaan.
1998 tot 2010: burgerlijke staat die aangeeft dat een persoon nog nooit een huwelijk heeft gesloten of een geregistreerd partnerschap heeft.
Omdat in de periode 1998 tot 2010 niet alle burgerlijke staten beschikbaar zijn in de bronbestanden die het CBS gebruikt, zijn de burgerlijke staten
'verweduwd na partnerschap' en 'gescheiden na partnerschap' in deze statistiek binnen deze periode genegeerd. Voor deze statistiek betekent
dit dat de burgerlijke staat van vóór het partnerschap is gebruikt. Dat was meestal ongehuwd.
Tot 1998: burgerlijke staat die aangeeft dat een persoon nog nooit een huwelijk heeft gesloten.

Huwelijk: 
Wettelijke verbintenis tot het samenleven van twee personen. Sinds april 2001 staat het huwelijk ook open voor personen van hetzelfde geslacht.

Geregistreerd partnerschap: 
Een op het huwelijk lijkende relatie tussen twee personen van gelijk of van verschillend geslacht, vastgelegd in een akte van de Burgerlijke Stand. Per 1 januari 1998 is in Nederland het geregistreerd partnerschap ingevoerd.";;"Long";"aantal";"0";"Impossible"
"8";"6";"5";"Topic";"Gehuwd_6";"Gehuwd";"Vanaf 1998: wettig gehuwd plus partnerschap.
Tot 1998: wettig gehuwd.

Wettig gehuwd: 
Burgerlijke staat die ontstaat na sluiting van een huwelijk. Inclusief personen die zijn gescheiden van tafel en bed, want zij blijven formeel gehuwd. 

Partnerschap: 
Burgerlijke staat die ontstaat na het aangaan van een geregistreerd partnerschap.

Huwelijk: 
Wettelijke verbintenis tot het samenleven van twee personen. Sinds april 2001 staat het huwelijk ook open voor personen van hetzelfde geslacht.

Geregistreerd partnerschap: 
Een op het huwelijk lijkende relatie tussen twee personen van gelijk of van verschillend geslacht, vastgelegd in een akte van de Burgerlijke Stand. Per 1 januari 1998 is in Nederland het geregistreerd partnerschap ingevoerd.";;"Long";"aantal";"0";"Impossible"
"9";"7";"5";"Topic";"Verweduwd_7";"Verweduwd";"Verweduwd na wettig huwelijk plus verweduwd na partnerschap

Vanaf 2010: verweduwd na wettig huwelijk plus verweduwd na partnerschap.
Tot 2010: verweduwd na wettig huwelijk.
Omdat in de periode 1998 tot 2010 niet alle burgerlijke staten beschikbaar zijn in de bronbestanden die het CBS gebruikt, is 'verweduwd na partnerschap' in deze statistiek binnen deze periode niet meegeteld.

Verweduwd na wettig huwelijk: 
Burgerlijke staat die ontstaat na ontbinding van een wettig huwelijk door overlijden van de partner. 

Verweduwd na partnerschap: 
Burgerlijke staat die ontstaat na ontbinding van een geregistreerd partnerschap door overlijden van de partner. 

Huwelijk: 
Wettelijke verbintenis tot het samenleven van twee personen. Sinds april 2001 staat het huwelijk ook open voor personen van hetzelfde geslacht.

Geregistreerd partnerschap: 
Een op het huwelijk lijkende relatie tussen twee personen van gelijk of van verschillend geslacht, vastgelegd in een akte van de Burgerlijke Stand. Per 1 januari 1998 is in Nederland het geregistreerd partnerschap ingevoerd.";;"Long";"aantal";"0";"Impossible"
"10";"8";"5";"Topic";"Gescheiden_8";"Gescheiden";"Gescheiden na wettig huwelijk plus gescheiden na partnerschap.

Vanaf 2010: gescheiden na wettig huwelijk plus gescheiden na partnerschap.
Tot 2010: gescheiden na wettig huwelijk.
Omdat in de periode 1998 tot 2010 niet alle burgerlijke staten beschikbaar zijn in de bronbestanden die het CBS gebruikt, is 'gescheiden na partnerschap' in deze statistiek binnen deze periode niet meegeteld.

Gescheiden na wettig huwelijk: 
Burgerlijke staat die ontstaat na ontbinding van een wettig huwelijk door echtscheiding. Exclusief personen die zijn gescheiden van tafel en bed, want zij blijven formeel gehuwd. 

Gescheiden na partnerschap:
Burgerlijke staat die ontstaat na ontbinding van een geregistreerd partnerschap anders dan door het overlijden van de partner.

Huwelijk: 
Wettelijke verbintenis tot het samenleven van twee personen. Sinds april 2001 staat het huwelijk ook open voor personen van hetzelfde geslacht.

Geregistreerd partnerschap: 
Een op het huwelijk lijkende relatie tussen twee personen van gelijk of van verschillend geslacht, vastgelegd in een akte van de Burgerlijke Stand. Per 1 januari 1998 is in Nederland het geregistreerd partnerschap ingevoerd.";;"Long";"aantal";"0";"Impossible"
"11";;;"TopicGroup";"";"Bevolking naar leeftijd (op 1 januari)";"De bevolking van Nederland op 1 januari.

Bevolking:
De inwoners van Nederland.
In de bevolkingsaantallen zijn uitsluitend personen begrepen die zijn opgenomen in het bevolkingsregister van een Nederlandse gemeente. 
In principe wordt iedereen die voor onbepaalde tijd in Nederland woont, opgenomen in het bevolkingsregister van de woongemeente. Personen die tot de bevolking van Nederland behoren, maar voor wie geen vaste woonplaats valt aan te wijzen, zijn opgenomen in het bevolkingsregister van de gemeente 's-Gravenhage.
In de bevolkingsregisters zijn niet opgenomen de in Nederland wonende personen waarvoor uitzonderingsregels gelden met betrekking tot opneming in de bevolkingsregisters (bijvoorbeeld diplomaten en NAVO militairen) en personen die niet legaal in Nederland verblijven.

Leeftijd:
Het aantal gehele jaren dat op 1 januari van het jaar van waarneming is verstreken sinds de geboortedatum van de persoon.
Te berekenen als jaar van waarneming minus één, min het geboortejaar van de persoon.";;;;;
"12";;"11";"TopicGroup";"";"Bevolking naar leeftijd, aantallen";"Bevolking naar leeftijd in aantallen.";;;;;
"13";"9";"12";"Topic";"TotaleBevolking_9";"Totale bevolking";;;"Double";"aantal";"0";"Impossible"
"14";"10";"12";"Topic";"JongerDan20Jaar_10";"Jonger dan 20 jaar";"Personen jonger dan 20 jaar.";;"Long";"aantal";"0";"Impossible"
"15";"11";"12";"Topic";"k_20Tot40Jaar_11";"20 tot 40 jaar";"Personen van 20 tot 40 jaar.";;"Long";"aantal";"0";"Impossible"
"16";"12";"12";"Topic";"k_40Tot65Jaar_12";"40 tot 65 jaar";"Personen van 40 tot 65 jaar.";;"Long";"aantal";"0";"Impossible"
"17";"13";"12";"Topic";"k_65Tot80Jaar_13";"65 tot 80 jaar";"Personen van 65 tot 80 jaar.";;"Long";"aantal";"0";"Impossible"
"18";"14";"12";"Topic";"k_80JaarOfOuder_14";"80 jaar of ouder";"Personen van 80 jaar of ouder.";;"Long";"aantal";"0";"Impossible"
"19";;"11";"TopicGroup";"";"Bevolking naar leeftijd, relatief";"Bevolking naar leeftijd per honderd van de totale bevolking.";;;;;
"20";"15";"19";"Topic";"JongerDan20Jaar_15";"Jonger dan 20 jaar";"Personen jonger dan 20 jaar per honderd van de totale bevolking.";;"Double";"%";"1";"Impossible"
"21";"16";"19";"Topic";"k_20Tot40Jaar_16";"20 tot 40 jaar";"Personen van 20 tot 40 jaar per honderd van de totale bevolking.";;"Double";"%";"1";"Impossible"
"22";"17";"19";"Topic";"k_40Tot65Jaar_17";"40 tot 65 jaar";"Personen van 40 tot 65 jaar per honderd van de totale bevolking.";;"Double";"%";"1";"Impossible"
"23";"18";"19";"Topic";"k_65Tot80Jaar_18";"65 tot 80 jaar";"Personen van 65 tot 80 jaar per honderd van de totale bevolking.";;"Double";"%";"1";"Impossible"
"24";"19";"19";"Topic";"k_80JaarOfOuder_19";"80 jaar of ouder";"Personen van 80 jaar of ouder per honderd van de totale bevolking.";;"Double";"%";"1";"Impossible"
"25";;"11";"TopicGroup";"";"Demografische druk";"De som van het aantal personen van 0 tot 20 jaar en 65 jaar of ouder in verhouding tot de personen van 20 tot 65 jaar. 
Dit cijfer geeft inzicht in de verhouding van het niet-werkende deel van de bevolking tot het werkende deel van de bevolking.";;;;;
"26";"20";"25";"Topic";"TotaleDruk_20";"Totale druk";"Het aantal personen van 0 tot 20 jaar én 65 jaar of ouder per honderd personen van 20 tot 65 jaar.";;"Double";"%";"1";"Impossible"
"27";"21";"25";"Topic";"GroeneDruk_21";"Groene druk";"De verhouding tussen het aantal personen van 0 tot 20 jaar en het aantal personen van 20 tot 65 jaar. 
Dit cijfer geeft inzicht in de verhouding van de jeugd tot het werkende deel van de bevolking.";;"Double";"%";"1";"Impossible"
"28";"22";"25";"Topic";"GrijzeDruk_22";"Grijze druk";"De verhouding tussen het aantal personen van 65 jaar of ouder en het aantal personen van 20 tot 65 jaar.  
Dit cijfer geeft inzicht in de verhouding van de ouderen tot het werkende deel van de bevolking.";;"Double";"%";"1";"Impossible"
"29";;"11";"TopicGroup";"";"Gemiddelde leeftijd";"Het rekenkundig gemiddelde van alle leeftijden van personen die behoren tot de bevolking van Nederland.";;;;;
"30";"23";"29";"Topic";"TotaleBevolking_23";"Totale bevolking";"Gemiddelde leeftijd van de totale bevolking van Nederland.";;"Double";"Jaar";"1";"Impossible"
"31";"24";"29";"Topic";"Mannen_24";"Mannen";"Gemiddelde leeftijd van de mannelijke bevolking van Nederland.";;"Double";"Jaar";"1";"Impossible"
"32";"25";"29";"Topic";"Vrouwen_25";"Vrouwen";"Gemiddelde leeftijd van de vrouwelijke bevolking van Nederland.";;"Double";"Jaar";"1";"Impossible"
